	segments	length_segment	dep_count_k	dependents_k	head_k	head_kLength	posK	dep_count_p	dependents_p	head_p	head_pLength	posP
4943	then turn counterclockwise ninety degrees	5	[3]	[{counterclockwise, then, degrees}]	['turn']	[1]	['VERB']	[1]	[{ninety}]	['turn']	[1]	['VERB']
4944	then up to purple dot	5	[2]	[{to, then}]	['up']	[1]	['ADP']	[1, 1]	[{dot}, {purple}]	['up', 'to']	[1, 1]	['ADP']
4945	then turn counterclockwise ninety degrees	5	[3]	[{then, counterclockwise, degrees}]	['turn']	[1]	['VERB']	[1]	[{ninety}]	['turn']	[1]	['VERB']
4946	then up to purple dot	5	[2]	[{to, then}]	['up']	[1]	['ADP']	[1, 1]	[{dot}, {purple}]	['up', 'to']	[1, 1]	['ADP']
4947	turn halfway to your right	5	[2]	[{to, halfway}]	['turn']	[1]	['VERB']	[1, 1]	[{right}, {your}]	['turn', 'to']	[1, 1]	['ADP']
4948	walk straight towards Aki	4	[2]	[{towards, straight}]	['walk']	[1]	['VERB']	[1]	[{Aki}]	['walk']	[1]	['VERB']
4949	walk past Aki stopping at the purple dot	8	[2, 2]	[{at, Aki}, {the, purple}]	['past', 'at']	[1, 1]	['ADP']	[1, 1, 1]	[{past}, {stopping}, {dot}]	['walk', 'walk', 'stopping']	[1, 1, 1]	['VERB']
4950	turn halfway to the right	5	[2]	[{halfway, to}]	['turn']	[1]	['VERB']	[1, 1]	[{right}, {the}]	['turn', 'to']	[1, 1]	['ADP']
4951	walk towards Aki stopping turn halfway to the right	9	[2, 2]	[{towards, turn}, {to, halfway}]	['walk', 'walk']	[1, 1]	['VERB']	[1, 1, 1, 1]	[{stopping}, {Aki}, {right}, {the}]	['walk', 'towards', 'turn', 'to']	[1, 1, 1, 1]	['ADP']
4952	again walk towards the purple dot	6	[2, 2]	[{towards, again}, {the, purple}]	['walk', 'towards']	[1, 1]	['ADP']	[1]	[{dot}]	['walk']	[1]	['VERB']
4953	turn halfway to the right	5	[2]	[{to, halfway}]	['turn']	[1]	['VERB']	[1, 1]	[{right}, {the}]	['turn', 'to']	[1, 1]	['ADP']
4954	then walk half the distance between you and Aki	9	[2, 3, 2]	[{then, distance}, {the, between, half}, {Aki, and}]	['walk', 'walk', 'between']	[1, 1, 1]	['ADP']	[1]	[{you}]	['distance']	[1]	['NOUN']
4955	stop at the purple dot	5	[2]	[{the, purple}]	['at']	[1]	['ADP']	[1, 1]	[{at}, {dot}]	['stop', 'stop']	[1, 1]	['VERB']
4956	turn halfway to the right	5	[2]	[{to, halfway}]	['turn']	[1]	['VERB']	[1, 1]	[{right}, {the}]	['turn', 'to']	[1, 1]	['ADP']
4957	then walk half the distance between you and Aki	9	[2, 3, 2]	[{then, distance}, {between, the, half}, {and, Aki}]	['walk', 'walk', 'between']	[1, 1, 1]	['ADP']	[1]	[{you}]	['distance']	[1]	['NOUN']
4958	stop at the purple dot	5	[2]	[{purple, the}]	['at']	[1]	['ADP']	[1, 1]	[{at}, {dot}]	['stop', 'stop']	[1, 1]	['VERB']
4959	make a complete turn and go diagonal to the right	10	[3, 2, 2]	[{go, and, turn}, {complete, a}, {to, diagonal}]	['make', 'make', 'make']	[1, 1, 1]	['VERB']	[1, 1]	[{right}, {the}]	['go', 'to']	[1, 1]	['ADP']
4960	Mok turn right toward Aki	5	[2, 2]	[{toward, Mok}, {right, Aki}]	['turn', 'turn']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
4961	bypass Aki to your location	5	[2]	[{to, Aki}]	['bypass']	[1]	['NOUN']	[1, 1]	[{location}, {your}]	['bypass', 'to']	[1, 1]	['ADP']
4962	Mok turn right toward Aki	5	[2, 2]	[{toward, Mok}, {Aki, right}]	['turn', 'turn']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
4963	when you reach Aki go down to your location	9	[3, 3]	[{when, Aki, you}, {down, to, reach}]	['go', 'go']	[1, 1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
4964	Mok turn right and travel to your location	8	[4]	[{and, travel, right, Mok}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{to}, {location}, {your}]	['turn', 'travel', 'to']	[1, 1, 1]	['ADP']
4965	Mok turn toward Aki	4	[2]	[{toward, Mok}]	['turn']	[1]	['NOUN']	[1]	[{Aki}]	['turn']	[1]	['NOUN']
4966	go up to your location	5	[2]	[{up, to}]	['go']	[1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
4967	Mok turn toward Aki	4	[2]	[{Mok, toward}]	['turn']	[1]	['NOUN']	[1]	[{Aki}]	['turn']	[1]	['NOUN']
4968	bypass Aki to your location	5	[2]	[{to, Aki}]	['bypass']	[1]	['NOUN']	[1, 1]	[{location}, {your}]	['bypass', 'to']	[1, 1]	['ADP']
4969	Mok turn right to Aki	5	[3]	[{to, Mok, right}]	['turn']	[1]	['VERB']	[1]	[{Aki}]	['turn']	[1]	['VERB']
4970	when you reach Aki go down to your location	9	[3, 3]	[{when, you, Aki}, {reach, to, down}]	['go', 'go']	[1, 1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
4971	Mok turn to your right toward Aki until you reach your location	12	[3, 2, 3]	[{reach, to, Mok}, {your, toward}, {location, until, you}]	['turn', 'to', 'turn']	[1, 1, 1]	['NOUN']	[1, 1, 1]	[{right}, {Aki}, {your}]	['turn', 'right', 'reach']	[1, 1, 1]	['VERB']
4972	Mok turn to the direction of Aki	7	[2, 2]	[{Mok, to}, {of, the}]	['turn', 'to']	[1, 1]	['ADP']	[1, 1]	[{direction}, {Aki}]	['turn', 'direction']	[1, 1]	['NOUN']
4973	And when you get there go up to your location	10	[3, 3]	[{when, you, go}, {up, there, to}]	['And', 'get']	[1, 1]	['VERB']	[1, 1, 1]	[{get}, {location}, {your}]	['And', 'go', 'to']	[1, 1, 1]	['ADP']
4974	Mok turn right	3	[2]	[{right, Mok}]	['turn']	[1]	['VERB']	[]	[]	[]	[]	[]
4975	walk toward Aki and proceed on past Aki to your location	11	[3, 2]	[{proceed, toward, and}, {on, to}]	['walk', 'walk']	[1, 1]	['VERB']	[1, 1, 1, 1, 1]	[{Aki}, {Aki}, {past}, {location}, {your}]	['walk', 'proceed', 'on', 'proceed', 'to']	[1, 1, 1, 1, 1]	['ADP']
4976	Mok turn right toward Aki	5	[2, 2]	[{toward, Mok}, {right, Aki}]	['turn', 'turn']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
4977	walk to Aki go straight down to your location	9	[2, 2]	[{to, go}, {to, down}]	['walk', 'walk']	[1, 1]	['VERB']	[1, 1, 1, 1]	[{Aki}, {straight}, {location}, {your}]	['walk', 'go', 'go', 'to']	[1, 1, 1, 1]	['ADP']
4978	Mok turn right to your location	6	[3]	[{to, Mok, right}]	['turn']	[1]	['VERB']	[1, 1]	[{location}, {your}]	['turn', 'to']	[1, 1]	['ADP']
4979	Mok turn toward Aki	4	[2]	[{Mok, toward}]	['turn']	[1]	['NOUN']	[1]	[{Aki}]	['turn']	[1]	['NOUN']
4980	travel to Aki and go up to your location	9	[3, 2]	[{and, go, to}, {up, to}]	['travel', 'travel']	[1, 1]	['VERB']	[1, 1, 1]	[{Aki}, {location}, {your}]	['travel', 'go', 'to']	[1, 1, 1]	['ADP']
4981	Mok turn right toward Aki	5	[2, 2]	[{toward, Mok}, {right, Aki}]	['turn', 'turn']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
4982	bypass Aki to your location	5	[2]	[{Aki, to}]	['bypass']	[1]	['NOUN']	[1, 1]	[{location}, {your}]	['bypass', 'to']	[1, 1]	['ADP']
4983	Mok turn to your right toward Aki	7	[2, 2]	[{Mok, to}, {your, toward}]	['turn', 'to']	[1, 1]	['ADP']	[1, 1]	[{right}, {Aki}]	['turn', 'right']	[1, 1]	['NOUN']
4984	you reach Aki	3	[2]	[{you, Aki}]	['reach']	[1]	['VERB']	[]	[]	[]	[]	[]
4985	go down to your location	5	[2]	[{down, to}]	['go']	[1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
4986	Mok turn right to your location	6	[3]	[{to, right, Mok}]	['turn']	[1]	['VERB']	[1, 1]	[{location}, {your}]	['turn', 'to']	[1, 1]	['ADP']
4987	Mok turn to completely to your right	7	[4]	[{to, Mok, completely, to}]	['turn']	[1]	['NOUN']	[1, 1]	[{right}, {your}]	['turn', 'to']	[1, 1]	['ADP']
4988	when you reach Aki go up to your location	9	[3, 3]	[{you, when, Aki}, {to, reach, up}]	['go', 'go']	[1, 1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
4989	Mok turn toward Aki and bypass Aki to your location	10	[4, 2]	[{Mok, bypass, toward, and}, {Aki, to}]	['turn', 'turn']	[1, 1]	['NOUN']	[1, 1, 1]	[{Aki}, {location}, {your}]	['turn', 'bypass', 'to']	[1, 1, 1]	['ADP']
4990	Mok turn completely around toward Aki	6	[4]	[{completely, toward, around, Mok}]	['turn']	[1]	['VERB']	[1]	[{Aki}]	['turn']	[1]	['VERB']
4991	when you reach Aki go down to your location	9	[3, 3]	[{Aki, when, you}, {to, down, reach}]	['go', 'go']	[1, 1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
4992	Mok turn completely around and walk straight to your location	10	[4, 2]	[{Mok, and, around, walk}, {to, straight}]	['turn', 'turn']	[1, 1]	['VERB']	[1, 1, 1]	[{completely}, {location}, {your}]	['turn', 'walk', 'to']	[1, 1, 1]	['ADP']
4993	Mok turn right travel to Aki	6	[3]	[{travel, to, Mok}]	['turn']	[1]	['VERB']	[1, 1]	[{right}, {Aki}]	['turn', 'turn']	[1, 1]	['VERB']
4994	when you reach Aki go up to your location	9	[3, 3]	[{when, Aki, you}, {up, to, reach}]	['go', 'go']	[1, 1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
4995	Mok turn completely around toward Aki	6	[4]	[{toward, completely, Mok, around}]	['turn']	[1]	['VERB']	[1]	[{Aki}]	['turn']	[1]	['VERB']
4996	bypass Aki to your location	5	[2]	[{to, Aki}]	['bypass']	[1]	['NOUN']	[1, 1]	[{location}, {your}]	['bypass', 'to']	[1, 1]	['ADP']
4997	Mok turn completely around toward Aki	6	[4]	[{completely, toward, around, Mok}]	['turn']	[1]	['VERB']	[1]	[{Aki}]	['turn']	[1]	['VERB']
4998	and when you reach him	5	[3]	[{when, you, him}]	['and']	[1]	['CCONJ']	[1]	[{reach}]	['and']	[1]	['CCONJ']
4999	go down to your location	5	[2]	[{to, down}]	['go']	[1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5000	Mok turn completely around	4	[3]	[{around, Mok, completely}]	['turn']	[1]	['VERB']	[]	[]	[]	[]	[]
5001	go right directly to your location	6	[2]	[{to, directly}]	['go']	[1]	['VERB']	[1, 1, 1]	[{right}, {location}, {your}]	['go', 'go', 'to']	[1, 1, 1]	['ADP']
5002	reverse yourself to the right	5	[2]	[{yourself, to}]	['reverse']	[1]	['VERB']	[1, 1]	[{right}, {the}]	['reverse', 'to']	[1, 1]	['ADP']
5003	travel where Aki is and go straight up to your location	11	[4, 2]	[{go, Aki, and, where}, {straight, to}]	['travel', 'go']	[1, 1]	['VERB']	[1, 1, 1, 1]	[{is}, {up}, {location}, {your}]	['travel', 'is', 'up', 'to']	[1, 1, 1, 1]	['ADP']
5004	Mok turn completely around to your right toward Aki	9	[4, 2]	[{around, Mok, completely, to}, {your, toward}]	['turn', 'to']	[1, 1]	['ADP']	[1, 1]	[{right}, {Aki}]	['turn', 'right']	[1, 1]	['NOUN']
5005	pass him by to your location	6	[3]	[{by, him, to}]	['pass']	[1]	['VERB']	[1, 1]	[{location}, {your}]	['pass', 'to']	[1, 1]	['ADP']
5006	Mok turn completely around to your right toward Aki	9	[4, 2]	[{to, around, Mok, completely}, {your, toward}]	['turn', 'to']	[1, 1]	['ADP']	[1, 1]	[{right}, {Aki}]	['turn', 'right']	[1, 1]	['NOUN']
5007	when you reach Aki go down to your location	9	[3, 3]	[{when, Aki, you}, {down, to, reach}]	['go', 'go']	[1, 1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5008	Mok turn right completely toward Aki to your location	9	[4]	[{completely, toward, Mok, to}]	['turn']	[1]	['VERB']	[1, 1, 1, 1]	[{right}, {Aki}, {location}, {your}]	['turn', 'turn', 'turn', 'to']	[1, 1, 1, 1]	['ADP']
5009	Mok turn completely around toward Aki	6	[4]	[{completely, Mok, around, toward}]	['turn']	[1]	['VERB']	[1]	[{Aki}]	['turn']	[1]	['VERB']
5010	and when you reach Aki go up to your location	10	[3, 4]	[{when, Aki, you}, {up, to, and, reach}]	['go', 'go']	[1, 1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5011	Mok turn right	3	[2]	[{Mok, right}]	['turn']	[1]	['VERB']	[]	[]	[]	[]	[]
5012	travel toward Aki	3	[]	[]	[]	[]	[]	[1, 1]	[{toward}, {Aki}]	['travel', 'travel']	[1, 1]	['VERB']
5013	bypass Aki to your location	5	[2]	[{to, Aki}]	['bypass']	[1]	['NOUN']	[1, 1]	[{location}, {your}]	['bypass', 'to']	[1, 1]	['ADP']
5014	Mok turn right toward Aki	5	[2, 2]	[{Mok, toward}, {right, Aki}]	['turn', 'turn']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
5015	when you reach Aki	4	[3]	[{Aki, you, when}]	['reach']	[1]	['VERB']	[]	[]	[]	[]	[]
5016	go down to your location	5	[2]	[{down, to}]	['go']	[1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5017	Mok turn right completely toward Aki and travel to your location	11	[5]	[{toward, and, travel, Mok, completely}]	['turn']	[1]	['VERB']	[1, 1, 1, 1, 1]	[{right}, {Aki}, {to}, {location}, {your}]	['turn', 'turn', 'turn', 'travel', 'to']	[1, 1, 1, 1, 1]	['ADP']
5018	Mok go straight toward Aki	5	[2, 2]	[{Mok, toward}, {straight, Aki}]	['go', 'go']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
5019	and when you reach Aki go up to your location	10	[3, 4]	[{you, Aki, when}, {to, up, reach, and}]	['go', 'go']	[1, 1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5020	Mok go straight toward Aki	5	[2, 2]	[{toward, Mok}, {straight, Aki}]	['go', 'go']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
5021	bypassing Aki to your location	5	[2]	[{to, Aki}]	['bypassing']	[1]	['VERB']	[1, 1]	[{location}, {your}]	['bypassing', 'to']	[1, 1]	['ADP']
5022	Mok continue until you get to Aki	7	[2, 3]	[{get, Mok}, {you, to, until}]	['continue', 'continue']	[1, 1]	['VERB']	[1]	[{Aki}]	['get']	[1]	['VERB']
5023	and go down to your location	6	[3]	[{and, to, down}]	['go']	[1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5024	Mok go straight to your location	6	[3]	[{to, straight, Mok}]	['go']	[1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5025	Mok travel straight to Aki	5	[3]	[{straight, to, Mok}]	['travel']	[1]	['NOUN']	[1]	[{Aki}]	['travel']	[1]	['NOUN']
5026	when you reach Aki go up to your location	9	[3, 3]	[{you, Aki, when}, {to, up, reach}]	['go', 'go']	[1, 1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5027	Mok continue toward Aki	4	[2]	[{Mok, toward}]	['continue']	[1]	['VERB']	[1]	[{Aki}]	['continue']	[1]	['VERB']
5028	pass him by and walk to your location	8	[4]	[{walk, and, by, him}]	['pass']	[1]	['VERB']	[1, 1, 1]	[{to}, {location}, {your}]	['pass', 'walk', 'to']	[1, 1, 1]	['ADP']
5029	Mok go straight toward Aki	5	[2, 2]	[{Mok, toward}, {Aki, straight}]	['go', 'go']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
5030	when you reach Aki	4	[3]	[{Aki, you, when}]	['reach']	[1]	['VERB']	[]	[]	[]	[]	[]
5031	go down to your location	5	[2]	[{to, down}]	['go']	[1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5032	Mok go straight to your location	6	[3]	[{straight, Mok, to}]	['go']	[1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5033	Mok go straight to Aki	5	[3]	[{to, Mok, straight}]	['go']	[1]	['VERB']	[1]	[{Aki}]	['go']	[1]	['VERB']
5034	when you reach Aki go up to your location	9	[3, 3]	[{you, Aki, when}, {up, reach, to}]	['go', 'go']	[1, 1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5035	Mok go straight past Aki to your location	8	[3, 2]	[{past, to, Mok}, {Aki, straight}]	['go', 'go']	[1, 1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5036	Mok go straight till you reach Aki	7	[3, 3]	[{Mok, straight, reach}, {you, till, Aki}]	['go', 'go']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
5037	and go down to your location	6	[3]	[{to, down, and}]	['go']	[1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5038	Mok continue walking to your location	6	[2]	[{Mok, walking}]	['continue']	[1]	['VERB']	[1, 1, 1]	[{to}, {location}, {your}]	['continue', 'walking', 'to']	[1, 1, 1]	['ADP']
5039	Mok go straight to Aki and go up to your location	11	[5, 2]	[{and, go, Mok, straight, to}, {up, to}]	['go', 'go']	[1, 1]	['VERB']	[1, 1, 1]	[{Aki}, {location}, {your}]	['go', 'go', 'to']	[1, 1, 1]	['ADP']
5040	Mok continue on straight to Aki	6	[3]	[{on, Mok, to}]	['continue']	[1]	['VERB']	[1, 1]	[{straight}, {Aki}]	['continue', 'continue']	[1, 1]	['VERB']
5041	and pass him by continuing straight to your location	9	[3, 2]	[{him, by, and}, {straight, to}]	['pass', 'by']	[1, 1]	['ADP']	[1, 1, 1]	[{continuing}, {location}, {your}]	['pass', 'continuing', 'to']	[1, 1, 1]	['ADP']
5042	Mok walk toward Aki	4	[2]	[{Mok, toward}]	['walk']	[1]	['NOUN']	[1]	[{Aki}]	['walk']	[1]	['NOUN']
5043	when you get to Aki go down to your location	10	[3, 3]	[{when, you, to}, {to, get, down}]	['go', 'go']	[1, 1]	['VERB']	[1, 1, 1]	[{Aki}, {location}, {your}]	['get', 'go', 'to']	[1, 1, 1]	['ADP']
5044	Mok travel straight to your location	6	[3]	[{to, Mok, straight}]	['travel']	[1]	['NOUN']	[1, 1]	[{location}, {your}]	['travel', 'to']	[1, 1]	['ADP']
5045	Mok turn right toward Aki	5	[2, 2]	[{Mok, toward}, {Aki, right}]	['turn', 'turn']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
5046	when you reach Aki go up to your location	9	[3, 3]	[{Aki, you, when}, {reach, up, to}]	['go', 'go']	[1, 1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5047	Mok turn right	3	[2]	[{right, Mok}]	['turn']	[1]	['VERB']	[]	[]	[]	[]	[]
5048	pass Aki to your location	5	[2]	[{Aki, to}]	['pass']	[1]	['VERB']	[1, 1]	[{location}, {your}]	['pass', 'to']	[1, 1]	['ADP']
5049	Mok turn right toward Aki	5	[2, 2]	[{Mok, toward}, {right, Aki}]	['turn', 'turn']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
5050	when you reach Aki	4	[3]	[{Aki, when, you}]	['reach']	[1]	['VERB']	[]	[]	[]	[]	[]
5051	go down to your location	5	[2]	[{down, to}]	['go']	[1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5052	Mok turn around to your right and walk to your location	11	[5]	[{Mok, to, around, walk, and}]	['turn']	[1]	['VERB']	[1, 1, 1, 1, 1]	[{right}, {your}, {to}, {location}, {your}]	['turn', 'to', 'turn', 'walk', 'to']	[1, 1, 1, 1, 1]	['ADP']
5053	Mok turn right toward Aki	5	[2, 2]	[{Mok, toward}, {right, Aki}]	['turn', 'turn']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
5054	when you reach Aki go up to your location	9	[3, 3]	[{you, when, Aki}, {to, reach, up}]	['go', 'go']	[1, 1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5055	Mok turn toward Aki	4	[2]	[{Mok, toward}]	['turn']	[1]	['NOUN']	[1]	[{Aki}]	['turn']	[1]	['NOUN']
5056	bypass Aki and go straight to your location	8	[3, 2]	[{and, Aki, go}, {to, straight}]	['bypass', 'bypass']	[1, 1]	['NOUN']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5057	go underneath Aki and go straight down to your location	10	[3, 2]	[{go, and, underneath}, {down, to}]	['go', 'go']	[1, 1]	['VERB']	[1, 1, 1, 1]	[{Aki}, {straight}, {location}, {your}]	['go', 'go', 'go', 'to']	[1, 1, 1, 1]	['ADP']
5058	Mok turn right	3	[2]	[{Mok, right}]	['turn']	[1]	['VERB']	[]	[]	[]	[]	[]
5059	travel directly to your location	5	[2]	[{directly, to}]	['travel']	[1]	['VERB']	[1, 1]	[{location}, {your}]	['travel', 'to']	[1, 1]	['ADP']
5060	Mok turn right toward Aki	5	[2, 2]	[{Mok, toward}, {Aki, right}]	['turn', 'turn']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
5061	and when you reach Aki go up to your location	10	[3, 4]	[{when, Aki, you}, {up, to, and, reach}]	['go', 'go']	[1, 1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5062	Mok turn right toward Aki	5	[2, 2]	[{Mok, toward}, {right, Aki}]	['turn', 'turn']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
5063	bypass Aki to your location	5	[2]	[{to, Aki}]	['bypass']	[1]	['NOUN']	[1, 1]	[{location}, {your}]	['bypass', 'to']	[1, 1]	['ADP']
5064	Mok turn right	3	[2]	[{Mok, right}]	['turn']	[1]	['VERB']	[]	[]	[]	[]	[]
5065	when you reach Aki go down to your location	9	[3, 3]	[{when, you, Aki}, {reach, to, down}]	['go', 'go']	[1, 1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5066	Mok turn right directly to your location	7	[3]	[{to, directly, Mok}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{right}, {location}, {your}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']
5067	Mok turn right	3	[2]	[{Mok, right}]	['turn']	[1]	['VERB']	[]	[]	[]	[]	[]
5068	when you reach Aki go up to your location	9	[3, 3]	[{Aki, you, when}, {reach, up, to}]	['go', 'go']	[1, 1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5069	Mok turn right toward Aki	5	[2, 2]	[{toward, Mok}, {right, Aki}]	['turn', 'turn']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
5070	bypass Aki to your location	5	[2]	[{Aki, to}]	['bypass']	[1]	['NOUN']	[1, 1]	[{location}, {your}]	['bypass', 'to']	[1, 1]	['ADP']
5071	Mok turn right	3	[2]	[{Mok, right}]	['turn']	[1]	['VERB']	[]	[]	[]	[]	[]
5072	when you reach Aki go down to your location	9	[3, 3]	[{Aki, when, you}, {to, down, reach}]	['go', 'go']	[1, 1]	['VERB']	[1, 1]	[{location}, {your}]	['go', 'to']	[1, 1]	['ADP']
5073	Mok turn right to your location	6	[3]	[{Mok, to, right}]	['turn']	[1]	['VERB']	[1, 1]	[{location}, {your}]	['turn', 'to']	[1, 1]	['ADP']
5074	turn around and go a bit further	7	[3]	[{go, around, and}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{further}, {a}, {bit}]	['turn', 'further', 'go']	[1, 1, 1]	['VERB']
5075	then take a right turn and keep going straight	9	[4, 2]	[{and, then, keep, turn}, {a, right}]	['take', 'take']	[1, 1]	['VERB']	[1, 1]	[{going}, {straight}]	['take', 'keep']	[1, 1]	['VERB']
5076	go a bit further	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{further}, {a}, {bit}]	['go', 'further', 'go']	[1, 1, 1]	['VERB']
5077	Then take a left turn and keep going straight until you pass Aki	13	[4, 2, 2, 3]	[{keep, Then, and, turn}, {left, a}, {pass, straight}, {until, you, Aki}]	['take', 'take', 'keep', 'going']	[1, 1, 1, 1]	['VERB']	[1]	[{going}]	['take']	[1]	['VERB']
5078	Then take a left turn to go to the destination	10	[3, 2]	[{turn, go, Then}, {to, to}]	['take', 'take']	[1, 1]	['VERB']	[1, 1, 1, 1]	[{a}, {left}, {destination}, {the}]	['turn', 'take', 'go', 'to']	[1, 1, 1, 1]	['ADP']
5079	keep going straight and after two seconds take a left	10	[3, 2]	[{and, take, going}, {after, left}]	['keep', 'keep']	[1, 1]	['VERB']	[1, 1, 1, 1]	[{straight}, {seconds}, {two}, {a}]	['keep', 'take', 'after', 'take']	[1, 1, 1, 1]	['VERB']
5080	then keep going straight	4	[2]	[{then, going}]	['keep']	[1]	['VERB']	[1]	[{straight}]	['keep']	[1]	['VERB']
5081	turn left and walk straight to the destination	8	[2, 2]	[{walk, and}, {straight, to}]	['turn', 'left']	[1, 1]	['VERB']	[1, 1, 1]	[{left}, {destination}, {the}]	['turn', 'walk', 'to']	[1, 1, 1]	['ADP']
5082	turn around and keep going straight for two seconds	9	[3, 2]	[{keep, around, and}, {straight, for}]	['turn', 'keep']	[1, 1]	['VERB']	[1, 1, 1]	[{going}, {seconds}, {two}]	['turn', 'going', 'for']	[1, 1, 1]	['ADP']
5083	then take a right and just go straight until you reach the destination	13	[4, 3, 3]	[{go, and, then, right}, {straight, reach, just}, {you, destination, until}]	['take', 'take', 'go']	[1, 1, 1]	['VERB']	[1, 1]	[{a}, {the}]	['take', 'reach']	[1, 1]	['VERB']
5084	go straight	2	[]	[]	[]	[]	[]	[1]	[{straight}]	['go']	[1]	['VERB']
5085	take a left turn and keep going straight until you pass Aki	12	[3, 2, 2, 3]	[{keep, and, turn}, {left, a}, {pass, straight}, {you, Aki, until}]	['take', 'take', 'keep', 'going']	[1, 1, 1, 1]	['VERB']	[1]	[{going}]	['take']	[1]	['VERB']
5086	turn to your left and keep going straight to the destination	11	[3, 2]	[{to, keep, and}, {to, straight}]	['turn', 'keep']	[1, 1]	['VERB']	[1, 1, 1, 1, 1]	[{left}, {your}, {going}, {destination}, {the}]	['turn', 'to', 'turn', 'going', 'to']	[1, 1, 1, 1, 1]	['ADP']
5087	go straight a bit further	5	[2]	[{straight, further}]	['go']	[1]	['VERB']	[1, 1]	[{a}, {bit}]	['further', 'go']	[1, 1]	['VERB']
5088	then turn left and keep going straight to the destination	10	[4, 2]	[{keep, and, then, turn}, {straight, to}]	['left', 'keep']	[1, 1]	['VERB']	[1, 1, 1]	[{going}, {destination}, {the}]	['left', 'going', 'to']	[1, 1, 1]	['ADP']
5089	turn to your left and go straight	7	[3]	[{go, and, to}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{left}, {your}, {straight}]	['turn', 'to', 'turn']	[1, 1, 1]	['VERB']
5090	turn around and go a bit further	7	[3]	[{go, around, and}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{further}, {a}, {bit}]	['turn', 'further', 'go']	[1, 1, 1]	['VERB']
