	cleaned_inst_segment	index
5745	proceed forward walking past Aki	1462.0
5746	stop at the purple dot	1462.0
5747	Mok turn clockwise ninety degrees	1463.0
5748	approach Aki	1463.0
5749	stop at Akis location	1463.0
5750	turn an additional clockwise ninety degrees	1463.0
5751	proceed down to purple dot	1463.0
5752	Mok turn clockwise ninety degrees	1464.0
5753	proceed forward half the distance between you and Aki	1464.0
5754	stop at purple dot	1464.0
5755	Mok turn clockwise ninety degrees	1465.0
5756	approach Aki	1465.0
5757	stop at Akis location	1465.0
5758	Mok turn counterclockwise ninety degrees	1466.0
5759	Mok go out to purple dot	1466.0
5760	Then turn clockwise ninety degrees	1466.0
5761	proceed to Akis location	1466.0
5762	stop once at Akis location	1466.0
5763	proceed forward to purple dot	1466.0
5764	Mok turn clockwise ninety degrees	1467.0
5765	approach Aki and stop at Akis location	1467.0
5766	turn an additional ninety degrees clockwise	1467.0
5767	proceed down to purple dot	1467.0
5768	turn ninety degrees	1467.0
5769	walk half the distance between yourself and Aki stopping at the purple dot	1467.0
5770	Mok turn counterclockwise ninety degrees	1468.0
5771	approach Aki once at Aki stop	1468.0
5772	then turn counterclockwise ninety degrees	1468.0
5773	then up to purple dot	1468.0
5774	then turn counterclockwise ninety degrees	1469.0
5775	then up to purple dot	1469.0
5776	turn halfway to your right	1470.0
5777	walk straight towards Aki	1470.0
5778	walk past Aki stopping at the purple dot	1470.0
5779	turn halfway to the right	1471.0
5780	walk towards Aki stopping turn halfway to the right	1471.0
5781	again walk towards the purple dot	1471.0
5782	turn halfway to the right	1472.0
5783	then walk half the distance between you and Aki	1472.0
5784	stop at the purple dot	1472.0
5785	turn halfway to the right	1473.0
5786	then walk half the distance between you and Aki	1473.0
5787	stop at the purple dot	1473.0
5788	make a complete turn and go diagonal to the right	1474.0
5789	Mok turn right toward Aki	1475.0
5790	bypass Aki to your location	1475.0
5791	Mok turn right toward Aki	1476.0
5792	when you reach Aki go down to your location	1476.0
5793	Mok turn right and travel to your location	1477.0
5794	Mok turn toward Aki	1477.0
5795	go up to your location	1477.0
5796	Mok turn toward Aki	1478.0
5797	bypass Aki to your location	1478.0
5798	Mok turn right to Aki	1478.0
5799	when you reach Aki go down to your location	1478.0
5800	Mok turn to your right toward Aki until you reach your location	1479.0
5801	Mok turn to the direction of Aki	1480.0
5802	And when you get there go up to your location	1480.0
5803	Mok turn right	1481.0
5804	walk toward Aki and proceed on past Aki to your location	1481.0
5805	Mok turn right toward Aki	1482.0
5806	walk to Aki go straight down to your location	1482.0
5807	Mok turn right to your location	1483.0
5808	Mok turn toward Aki	1483.0
5809	travel to Aki and go up to your location	1483.0
5810	Mok turn right toward Aki	1483.0
5811	bypass Aki to your location	1483.0
5812	Mok turn to your right toward Aki	1484.0
5813	you reach Aki	1484.0
5814	go down to your location	1484.0
5815	Mok turn right to your location	1485.0
5816	Mok turn to completely to your right	1485.0
5817	when you reach Aki go up to your location	1485.0
5818	Mok turn toward Aki and bypass Aki to your location	1486.0
5819	Mok turn completely around toward Aki	1487.0
5820	when you reach Aki go down to your location	1487.0
5821	Mok turn completely around and walk straight to your location	1488.0
5822	Mok turn right travel to Aki	1488.0
5823	when you reach Aki go up to your location	1488.0
5824	Mok turn completely around toward Aki	1489.0
5825	bypass Aki to your location	1489.0
5826	Mok turn completely around toward Aki	1490.0
5827	and when you reach him	1490.0
5828	go down to your location	1490.0
5829	Mok turn completely around	1490.0
5830	go right directly to your location	1490.0
5831	reverse yourself to the right	1491.0
5832	travel where Aki is and go straight up to your location	1491.0
5833	Mok turn completely around to your right toward Aki	1492.0
5834	pass him by to your location	1492.0
5835	Mok turn completely around to your right toward Aki	1493.0
5836	when you reach Aki go down to your location	1493.0
5837	Mok turn right completely toward Aki to your location	1494.0
5838	Mok turn completely around toward Aki	1495.0
5839	and when you reach Aki go up to your location	1495.0
5840	Mok turn right	1496.0
5841	travel toward Aki	1496.0
5842	bypass Aki to your location	1496.0
5843	Mok turn right toward Aki	1497.0
5844	when you reach Aki	1497.0
5845	go down to your location	1497.0
5846	Mok turn right completely toward Aki and travel to your location	1498.0
5847	Mok go straight toward Aki	1498.0
5848	and when you reach Aki go up to your location	1498.0
5849	Mok go straight toward Aki	1499.0
5850	bypassing Aki to your location	1499.0
5851	Mok continue until you get to Aki	1500.0
5852	and go down to your location	1500.0
5853	Mok go straight to your location	1501.0
5854	Mok travel straight to Aki	1502.0
5855	when you reach Aki go up to your location	1502.0
5856	Mok continue toward Aki	1503.0
5857	pass him by and walk to your location	1503.0
5858	Mok go straight toward Aki	1504.0
5859	when you reach Aki	1504.0
5860	go down to your location	1504.0
5861	Mok go straight to your location	1505.0
5862	Mok go straight to Aki	1506.0
5863	when you reach Aki go up to your location	1506.0
5864	Mok go straight past Aki to your location	1507.0
5865	Mok go straight till you reach Aki	1508.0
5866	and go down to your location	1508.0
5867	Mok continue walking to your location	1509.0
5868	Mok go straight to Aki and go up to your location	1510.0
5869	Mok continue on straight to Aki	1511.0
5870	and pass him by continuing straight to your location	1511.0
5871	Mok walk toward Aki	1512.0
5872	when you get to Aki go down to your location	1512.0
5873	Mok travel straight to your location	1513.0
5874	Mok turn right toward Aki	1513.0
5875	when you reach Aki go up to your location	1513.0
5876	Mok turn right	1514.0
5877	pass Aki to your location	1514.0
5878	Mok turn right toward Aki	1515.0
5879	when you reach Aki	1515.0
5880	go down to your location	1515.0
5881	Mok turn around to your right and walk to your location	1516.0
5882	Mok turn right toward Aki	1517.0
5883	when you reach Aki go up to your location	1517.0
5884	Mok turn toward Aki	1518.0
5885	bypass Aki and go straight to your location	1518.0
5886	go underneath Aki and go straight down to your location	1518.0
5887	Mok turn right	1519.0
5888	travel directly to your location	1519.0
5889	Mok turn right toward Aki	1520.0
5890	and when you reach Aki go up to your location	1520.0
5891	Mok turn right toward Aki	1521.0
5892	bypass Aki to your location	1521.0
5893	Mok turn right	1522.0
5894	when you reach Aki go down to your location	1522.0
5895	Mok turn right directly to your location	1523.0
5896	Mok turn right	1523.0
5897	when you reach Aki go up to your location	1523.0
5898	Mok turn right toward Aki	1524.0
5899	bypass Aki to your location	1524.0
5900	Mok turn right	1525.0
5901	when you reach Aki go down to your location	1525.0
5902	Mok turn right to your location	1526.0
5903	turn around and go a bit further	1526.0
5904	then take a right turn and keep going straight	1526.0
5905	 go a bit further	1526.0
5906	Then take a left turn and keep going straight until you pass Aki	1526.0
5907	Then take a left turn to go to the destination	1526.0
5908	 keep going straight and after two seconds take a left	1527.0
5909	then keep going straight	1527.0
5910	 turn left and walk straight to the destination	1527.0
5911	 turn around and keep going straight for two seconds	1528.0
5912	then take a right and just go straight until you reach the destination	1528.0
5913	 go straight	1529.0
5914	take a left turn and keep going straight until you pass Aki	1529.0
5915	turn to your left and keep going straight to the destination	1529.0
5916	 go straight a bit further	1530.0
5917	then turn left and keep going straight to the destination	1530.0
5918	 turn to your left and go straight	1531.0
5919	 turn around and go a bit further	1531.0
5920	then take a right turn and keep going straight to the destination	1531.0
5921	 go straight	1532.0
5922	take a left and keep going straight until you pass Aki and a bit further	1532.0
5923	then take left	1532.0
5924	 keep going straight a bit further	1532.0
5925	then turn to your left and go straight to the destination	1532.0
5926	 turn to your left and keep going straight	1533.0
5927	 turn around and go a bit further	1533.0
5928	then take a right turn and keep going straight to the destination	1533.0
5929	 go straight a bit further	1533.0
5930	then turn left and keep going straight until you pass Aki	1533.0
5931	and take a left turn to reach the destination	1533.0
5932	 go straight and take a left turn after a bit	1534.0
5933	then keep going straight	1534.0
5934	 turn to your left and just go straight	1534.0
5935	 turn right go straight a bit further	1534.0
5936	take a right again and go straight to the destination	1534.0
5937	 turn to your right go a little further	1535.0
5938	then turn to your right again and keep going straight until you pass Aki	1534.0
5939	and take a right to reach the destination	1534.0
5940	 turn to your left and go a bit further	1535.0
5941	then turn to your left and keep going straight	1535.0
5942	 turn around and go straight	1536.0
5943	 turn to your right go a bit further	1536.0
5944	then turn to your right again and keep going straight to the destination	1536.0
5945	 turn to your right and go straight a bit further	1537.0
5946	then take a right and keep going straight until you pass Aki and uh	1537.0
5947	then take a right	1537.0
5948	 turn to your left	1538.0
5949	go a bit further	1538.0
5950	then turn to your left again and keep going straight	1538.0
5951	 turn around and keep going straight	1538.0
5952	 turn to your right and keep going a bit further	1538.0
5953	then turn to your right again and keep going straight	1538.0
5954	 turn around keep going straight until you reach Aki 	1538.0
5955	then go around him and keep going straight to reach the destination	1538.0
5956	 turn to your left and go a bit further	1539.0
5957	then turn to your left again and keep going straight	1539.0
5958	turn around and keep going straight	1539.0
5959	turn to your right and keep going a bit further	1539.0
5960	then take a right turn and go straight	1539.0
5961	turn around and keep going straight until you reach Aki	1539.0
5962	then go around him and keep going straight	1539.0
5963	turn to your left and go a bit further	1540.0
5964	then take a left again and keep going straight	1540.0
5965	turn around and keep going straight	1540.0
5966	turn to your left and keep going straight a little bit further	1540.0
5967	then turn right and go straight to the destination	1540.0
5968	keep going straight but dont clash into Aki	1540.0
5969	go around him to reach the destination	1540.0
5970	turn to your right and go a bit further	1541.0
5971	then take a left turn and keep going straight	1541.0
5972	keep going straight to your destination	1541.0
5973	 turn to your left	1542.0
5974	then go a bit further and take a right 	1542.0
5975	then keep going straight to reach the destination	1542.0
5976	Mok turn left	1543.0
5977	um go a little bit further	1543.0
5978	then turn right and keep going straight	1543.0
5979	after um ten seconds take a right to reach the destination	1543.0
5980	turn to your right go a bit further	1544.0
5981	then turn to your left and keep going straight to the destination	1544.0
5982	go straight to reach the destination	1544.0
5983	take a left turn and keep going straight	1544.0
5984	then take a right turn and go straight to the destination	1544.0
5985	keep going straight until you reach Aki	1545.0
5986	then go around him and keep going straight in the same path to the destination	1545.0
5987	turn to the right and go a bit further	1545.0
5988	then take a left and keep going straight to the destination	1545.0
5989	keep going straight	1545.0
5990	turn to your left and go a bit further	1545.0
5991	then take a right and go straight to the destination	1545.0
5992	keep going straight until you reach Aki and go around him	1546.0
