	segments	length_segment	dep_count_k	dependents_k	head_k	head_kLength	posK	dep_count_p	dependents_p	head_p	head_pLength	posP	index	depSum_p	depSum_k	headSum_p	headSum_k	cohesion	cohesion_norm	ifmt	inst_len	ifmt_norm
4568	turn right about sixty degrees	5	[2]	[{right, degrees}]	['turn']	[1]	['VERB']	[1, 1]	[{about}, {sixty}]	['degrees', 'turn']	[1, 1]	['VERB']	1359.0	2	2	2	1	0	0.0			
4569	then go forward until youre behind Aki	8	[3, 3]	[{re, forward, then}, {you, behind, until}]	['go', 'go']	[1, 1]	['VERB']	[1]	[{Aki}]	['re']	[1]	['VERB']	1359.0	1	6	1	2	5	0.62			
4570	turn right	2	[]	[]	[]	[]	[]	[1]	[{right}]	['turn']	[1]	['VERB']	1359.0	1	0	1	0	-1	-0.5			
4571	go towards Aki	3	[]	[]	[]	[]	[]	[1, 1]	[{towards}, {Aki}]	['go', 'go']	[1, 1]	['VERB']	1360.0	2	0	2	0	-2	-0.67			
4572	go around him	3	[]	[]	[]	[]	[]	[1, 1]	[{around}, {him}]	['go', 'go']	[1, 1]	['VERB']	1360.0	2	0	2	0	-2	-0.67			
4573	and then stop a little bit past him	8	[3, 2, 2]	[{and, past, then}, {a, little}, {him, bit}]	['stop', 'past', 'stop']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]	1360.0	0	7	0	3	7	0.88			
4574	turn right about a hundred and twenty degrees	8	[2, 3]	[{right, about}, {twenty, and, a}]	['turn', 'degrees']	[1, 1]	['NOUN']	[1, 1]	[{degrees}, {hundred}]	['turn', 'about']	[1, 1]	['ADP']	1360.0	2	5	2	2	3	0.38			
4575	then go forward until youre in front of Aki	10	[3, 3]	[{forward, re, then}, {until, in, you}]	['go', 'go']	[1, 1]	['VERB']	[1, 1, 1]	[{front}, {of}, {Aki}]	['re', 'in', 'front']	[1, 1, 1]	['NOUN']	1361.0	3	6	3	2	3	0.3			
4576	turn right	2	[]	[]	[]	[]	[]	[1]	[{right}]	['turn']	[1]	['VERB']	1361.0	1	0	1	0	-1	-0.5			
4577	Then go about half of the distance between you and Aki	11	[2, 2, 2, 2]	[{half, Then}, {about, of}, {the, between}, {and, Aki}]	['go', 'go', 'of', 'between']	[1, 1, 1, 1]	['ADP']	[1, 1]	[{distance}, {you}]	['half', 'distance']	[1, 1]	['NOUN']	1362.0	2	8	2	4	6	0.55			
4578	turn right about sixty degrees	5	[2]	[{right, degrees}]	['turn']	[1]	['VERB']	[1, 1]	[{about}, {sixty}]	['degrees', 'turn']	[1, 1]	['VERB']	1362.0	2	2	2	1	0	0.0			
4579	Then go forward and stop when youre to the right of Aki	13	[4, 3, 2]	[{stop, and, Then, forward}, {you, when, to}, {of, the}]	['go', 'stop', 'to']	[1, 1, 1]	['ADP']	[1, 1, 1]	[{re}, {right}, {Aki}]	['go', 're', 'right']	[1, 1, 1]	['NOUN']	1363.0	3	9	3	3	6	0.46			
4580	turn right	2	[]	[]	[]	[]	[]	[1]	[{right}]	['turn']	[1]	['VERB']	1364.0	1	0	1	0	-1	-0.5			
4581	Then go towards Aki go around him and stop a little bit behind him	14	[3, 3, 2, 2]	[{go, towards, Then}, {and, stop, around}, {a, little}, {bit, him}]	['go', 'go', 'behind', 'stop']	[1, 1, 1, 1]	['VERB']	[1, 1, 1]	[{Aki}, {him}, {behind}]	['go', 'go', 'go']	[1, 1, 1]	['VERB']	1364.0	3	10	3	4	7	0.5			
4582	turn right about a hundred and twenty degrees	8	[2, 3]	[{about, right}, {and, twenty, a}]	['turn', 'degrees']	[1, 1]	['NOUN']	[1, 1]	[{degrees}, {hundred}]	['turn', 'about']	[1, 1]	['ADP']	1365.0	2	5	2	2	3	0.38			
4583	go forward	2	[]	[]	[]	[]	[]	[1]	[{forward}]	['go']	[1]	['VERB']	1366.0	1	0	1	0	-1	-0.5			
4584	Then stop to the left of Aki	7	[2, 2]	[{Then, to}, {the, of}]	['stop', 'to']	[1, 1]	['ADP']	[1, 1]	[{left}, {Aki}]	['stop', 'left']	[1, 1]	['NOUN']	1366.0	2	4	2	2	2	0.29			
4585	turn right	2	[]	[]	[]	[]	[]	[1]	[{right}]	['turn']	[1]	['VERB']	1366.0	1	0	1	0	-1	-0.5			
4586	Then go forward about half the distance towards Aki	9	[3, 3]	[{Then, distance, forward}, {towards, the, half}]	['go', 'go']	[1, 1]	['VERB']	[1, 1]	[{about}, {Aki}]	['distance', 'distance']	[1, 1]	['NOUN']	1367.0	2	6	2	2	4	0.44			
4587	turn right about sixty degrees	5	[2]	[{degrees, right}]	['turn']	[1]	['VERB']	[1, 1]	[{about}, {sixty}]	['degrees', 'turn']	[1, 1]	['VERB']	1367.0	2	2	2	1	0	0.0			
4588	Then go forward until youre next to Aki on his left	12	[3, 4]	[{forward, re, Then}, {until, next, on, you}]	['go', 'go']	[1, 1]	['VERB']	[1, 1, 1, 1]	[{to}, {Aki}, {left}, {his}]	['re', 'next', 're', 'on']	[1, 1, 1, 1]	['ADP']	1367.0	4	7	4	2	3	0.25			
4589	turn right move towards Aki go around him	8	[2, 2]	[{move, go}, {right, towards}]	['turn', 'turn']	[1, 1]	['VERB']	[1, 1, 1]	[{Aki}, {around}, {him}]	['move', 'turn', 'go']	[1, 1, 1]	['VERB']	1367.0	3	4	3	2	1	0.12			
4590	Then keep going in the same direction a little bit further and stop	13	[3, 3, 2, 2]	[{Then, going, stop}, {in, and, further}, {same, the}, {little, a}]	['keep', 'keep', 'in', 'further']	[1, 1, 1, 1]	['ADV']	[1, 1]	[{direction}, {bit}]	['going', 'going']	[1, 1]	['VERB']	1367.0	2	10	2	4	8	0.62			
4591	turn right about a hundred and twenty degrees	8	[2, 3]	[{about, right}, {and, twenty, a}]	['turn', 'degrees']	[1, 1]	['NOUN']	[1, 1]	[{degrees}, {hundred}]	['turn', 'about']	[1, 1]	['ADP']	1368.0	2	5	2	2	3	0.38			
4592	Then go forward until youre next to Aki on his right	12	[3, 4]	[{re, Then, forward}, {you, until, next, on}]	['go', 'go']	[1, 1]	['VERB']	[1, 1, 1, 1]	[{to}, {Aki}, {right}, {his}]	['re', 'next', 're', 'on']	[1, 1, 1, 1]	['ADP']	1368.0	4	7	4	2	3	0.25			
4593	turn right and go about half of the distance towards Aki	11	[3, 2, 2]	[{and, right, go}, {about, of}, {the, towards}]	['turn', 'go', 'of']	[1, 1, 1]	['ADP']	[1, 1, 1]	[{half}, {distance}, {Aki}]	['turn', 'half', 'distance']	[1, 1, 1]	['NOUN']	1369.0	3	7	3	3	4	0.36			
4594	turn right about sixty degrees	5	[2]	[{degrees, right}]	['turn']	[1]	['VERB']	[1, 1]	[{about}, {sixty}]	['degrees', 'turn']	[1, 1]	['VERB']	1369.0	2	2	2	1	0	0.0			
4595	go forward until youre in front of Aki	9	[2, 3]	[{re, forward}, {in, you, until}]	['go', 'go']	[1, 1]	['VERB']	[1, 1, 1]	[{front}, {of}, {Aki}]	['re', 'in', 'front']	[1, 1, 1]	['NOUN']	1370.0	3	5	3	2	2	0.22			
4596	turn right	2	[]	[]	[]	[]	[]	[1]	[{right}]	['turn']	[1]	['VERB']	1370.0	1	0	1	0	-1	-0.5			
4597	go towards Aki go around him	6	[2]	[{go, towards}]	['go']	[1]	['VERB']	[1, 1, 1]	[{Aki}, {around}, {him}]	['go', 'go', 'go']	[1, 1, 1]	['VERB']	1370.0	3	2	3	1	-1	-0.17			
4598	stop a little bit past him	6	[2, 2]	[{little, a}, {him, bit}]	['past', 'stop']	[1, 1]	['VERB']	[1]	[{past}]	['stop']	[1]	['VERB']	1371.0	1	4	1	2	3	0.5			
4599	turn right about a hundred and twenty degrees	8	[2, 3]	[{right, about}, {twenty, a, and}]	['turn', 'degrees']	[1, 1]	['NOUN']	[1, 1]	[{degrees}, {hundred}]	['turn', 'about']	[1, 1]	['ADP']	1371.0	2	5	2	2	3	0.38			
4600	move forward until youre behind Aki	7	[2, 3]	[{forward, re}, {until, you, behind}]	['move', 'move']	[1, 1]	['VERB']	[1]	[{Aki}]	['re']	[1]	['VERB']	1372.0	1	5	1	2	4	0.57			
4601	turn right	2	[]	[]	[]	[]	[]	[1]	[{right}]	['turn']	[1]	['VERB']	1372.0	1	0	1	0	-1	-0.5			
4602	go about half the distance towards Aki	7	[3]	[{towards, the, half}]	['go']	[1]	['VERB']	[1, 1, 1]	[{distance}, {about}, {Aki}]	['go', 'distance', 'distance']	[1, 1, 1]	['NOUN']	1373.0	3	3	3	1	0	0.0			
4603	make a turn facing opposite of Aki	7	[2]	[{facing, a}]	['make']	[1]	['VERB']	[1, 1, 1, 1]	[{turn}, {opposite}, {of}, {Aki}]	['make', 'turn', 'facing', 'opposite']	[1, 1, 1, 1]	['ADV']	1373.0	4	2	4	1	-2	-0.29			
4604	point toward Aki move in that direction past Aki to the purple circle	13	[3, 2, 2]	[{Aki, in, to}, {that, past}, {the, purple}]	['toward', 'in', 'to']	[1, 1, 1]	['ADP']	[1, 1, 1, 1, 1]	[{toward}, {move}, {direction}, {Aki}, {circle}]	['point', 'point', 'move', 'direction', 'move']	[1, 1, 1, 1, 1]	['VERB']	1373.0	5	7	5	3	2	0.15			
4605	make a forty five degree turn to the right	9	[2, 2]	[{a, five}, {to, degree}]	['turn', 'make']	[1, 1]	['VERB']	[1, 1, 1, 1]	[{turn}, {forty}, {right}, {the}]	['make', 'degree', 'turn', 'to']	[1, 1, 1, 1]	['ADP']	1374.0	4	4	4	2	0	0.0			
4606	proceed to the purple circle	5	[2]	[{the, purple}]	['to']	[1]	['ADP']	[1, 1]	[{to}, {circle}]	['proceed', 'proceed']	[1, 1]	['VERB']	1374.0	2	2	2	1	0	0.0			
4607	move to the right toward the purple circle	8	[2, 2]	[{toward, the}, {purple, the}]	['to', 'toward']	[1, 1]	['ADP']	[1, 1, 1]	[{to}, {right}, {circle}]	['move', 'move', 'right']	[1, 1, 1]	['NOUN']	1374.0	3	4	3	2	1	0.12			
4608	a hundred and eighty degree turn	6	[3]	[{a, eighty, and}]	['degree']	[1]	['NOUN']	[1, 1]	[{hundred}, {degree}]	['turn', 'turn']	[1, 1]	['NOUN']	1374.0	2	3	2	1	1	0.17			
4609	make a forty five degree turn to the right	9	[2, 2]	[{five, a}, {degree, to}]	['turn', 'make']	[1, 1]	['VERB']	[1, 1, 1, 1]	[{turn}, {forty}, {right}, {the}]	['make', 'degree', 'turn', 'to']	[1, 1, 1, 1]	['ADP']	1375.0	4	4	4	2	0	0.0			
4610	then make a ninety degree turn	6	[2, 2]	[{turn, then}, {a, ninety}]	['make', 'turn']	[1, 1]	['NOUN']	[1]	[{degree}]	['make']	[1]	['VERB']	1375.0	1	4	1	2	3	0.5			
4611	make a ninety degree turn to the right	8	[2, 2]	[{a, ninety}, {to, degree}]	['turn', 'make']	[1, 1]	['VERB']	[1, 1, 1]	[{turn}, {right}, {the}]	['make', 'turn', 'to']	[1, 1, 1]	['ADP']	1376.0	3	4	3	2	1	0.12			
4612	then  proceed to the purple circle	7	[2, 2]	[{to, then}, {purple, the}]	['proceed', 'to']	[1, 1]	['ADP']	[1, 1]	[{ }, {circle}]	['proceed', 'proceed']	[1, 1]	['VERB']	1376.0	2	4	2	2	2	0.29			
4613	make a hundred and thirty five degree counter clockwise move	10	[4, 2]	[{five, counter, a, and}, {hundred, clockwise}]	['move', 'make']	[1, 1]	['VERB']	[1, 1, 1]	[{move}, {thirty}, {degree}]	['make', 'hundred', 'hundred']	[1, 1, 1]	['NUM']	1377.0	3	6	3	2	3	0.3			
4614	then proceed to the purple circle	6	[2, 2]	[{then, to}, {purple, the}]	['proceed', 'to']	[1, 1]	['ADP']	[1]	[{circle}]	['proceed']	[1]	['VERB']	1377.0	1	4	1	2	3	0.5			
4615	and then make a hundred and eighty degree	8	[3, 2, 2]	[{and, degree, then}, {eighty, and}, {hundred, a}]	['make', 'degree', 'make']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]	1378.0	0	7	0	3	7	0.88			
4616	turn and move to the right	6	[2]	[{and, move}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{to}, {right}, {the}]	['turn', 'move', 'to']	[1, 1, 1]	['ADP']	1378.0	3	2	3	1	-1	-0.17			
4617	make a forty five degree turn counterclockwise	7	[2, 2]	[{five, a}, {counterclockwise, degree}]	['turn', 'make']	[1, 1]	['VERB']	[1, 1]	[{turn}, {forty}]	['make', 'degree']	[1, 1]	['NOUN']	1379.0	2	4	2	2	2	0.29			
4618	then proceed to the purple circle	6	[2, 2]	[{to, then}, {purple, the}]	['proceed', 'to']	[1, 1]	['ADP']	[1]	[{circle}]	['proceed']	[1]	['VERB']	1379.0	1	4	1	2	3	0.5			
4619	make a hundred and eighty degree turn Mok	8	[2, 2, 2]	[{and, eighty}, {hundred, a}, {degree, Mok}]	['degree', 'turn', 'make']	[1, 1, 1]	['VERB']	[1]	[{turn}]	['make']	[1]	['VERB']	1380.0	1	6	1	3	5	0.62			
4620	and move to the right	5	[2]	[{to, and}]	['move']	[1]	['VERB']	[1, 1]	[{right}, {the}]	['move', 'to']	[1, 1]	['ADP']	1380.0	2	2	2	1	0	0.0			
4621	Turn to face the same direction as Aki	8	[2, 3]	[{to, direction}, {as, the, same}]	['Turn', 'face']	[1, 1]	['VERB']	[1, 1]	[{face}, {Aki}]	['Turn', 'direction']	[1, 1]	['NOUN']	1380.0	2	5	2	2	3	0.38			
4622	make a hundred and eighty degree turn	7	[2, 2, 2]	[{turn, degree}, {eighty, and}, {hundred, a}]	['make', 'degree', 'make']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]	1381.0	0	6	0	3	6	0.86			
4623	then move to the right	5	[2]	[{then, to}]	['move']	[1]	['VERB']	[1, 1]	[{right}, {the}]	['move', 'to']	[1, 1]	['ADP']	1382.0	2	2	2	1	0	0.0			
4624	then make a forty five degree turn and move southeast	10	[2, 2, 3]	[{then, turn}, {five, a}, {and, move, degree}]	['make', 'turn', 'make']	[1, 1, 1]	['VERB']	[1, 1]	[{forty}, {southeast}]	['degree', 'turn']	[1, 1]	['NOUN']	1383.0	2	7	2	3	5	0.5			
4625	make a ninety degree turn to the right	8	[2, 2]	[{a, ninety}, {degree, to}]	['turn', 'make']	[1, 1]	['VERB']	[1, 1, 1]	[{turn}, {right}, {the}]	['make', 'turn', 'to']	[1, 1, 1]	['ADP']	1383.0	3	4	3	2	1	0.12			
4626	then proceed straight ahead to the purple circle	8	[2, 2, 2]	[{ahead, then}, {straight, to}, {the, purple}]	['proceed', 'proceed', 'to']	[1, 1, 1]	['ADP']	[1]	[{circle}]	['ahead']	[1]	['ADV']	1383.0	1	6	1	3	5	0.62			
4627	then move to make a hundred and eighty degree	9	[2, 2, 3]	[{make, then}, {degree, to}, {and, eighty, a}]	['move', 'move', 'degree']	[1, 1, 1]	['NOUN']	[1]	[{hundred}]	['make']	[1]	['VERB']	1384.0	1	7	1	3	6	0.67			
4628	turn facing Aki	3	[]	[]	[]	[]	[]	[1, 1]	[{facing}, {Aki}]	['turn', 'turn']	[1, 1]	['VERB']	1384.0	2	0	2	0	-2	-0.67			
4629	Mok make a hundred and eighty degree	7	[2, 3]	[{degree, Mok}, {and, eighty, a}]	['make', 'degree']	[1, 1]	['NOUN']	[1]	[{hundred}]	['make']	[1]	['VERB']	1384.0	1	5	1	2	4	0.57			
4630	turn to face Aki	4	[2]	[{Aki, to}]	['turn']	[1]	['VERB']	[1]	[{face}]	['turn']	[1]	['VERB']	1385.0	1	2	1	1	1	0.25			
4631	then make a forty five degree	6	[2, 2]	[{then, degree}, {five, a}]	['make', 'make']	[1, 1]	['VERB']	[1]	[{forty}]	['degree']	[1]	['NOUN']	1385.0	1	4	1	2	3	0.5			
4632	turn downward facing the same way as Aki	8	[2, 3]	[{facing, downward}, {the, as, same}]	['turn', 'facing']	[1, 1]	['VERB']	[1, 1]	[{way}, {Aki}]	['turn', 'way']	[1, 1]	['NOUN']	1385.0	2	5	2	2	3	0.38			
4633	make a forty five degree angle straight up	8	[2, 2]	[{up, angle}, {a, degree}]	['make', 'make']	[1, 1]	['VERB']	[1, 1, 1]	[{forty}, {five}, {straight}]	['degree', 'angle', 'make']	[1, 1, 1]	['VERB']	1386.0	3	4	3	2	1	0.12			
4634	then move to the right	5	[2]	[{then, to}]	['move']	[1]	['VERB']	[1, 1]	[{right}, {the}]	['move', 'to']	[1, 1]	['ADP']	1386.0	2	2	2	1	0	0.0			
4635	make a hundred and eighty degree turn	7	[2, 2, 2]	[{degree, turn}, {eighty, and}, {hundred, a}]	['make', 'degree', 'make']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]	1387.0	0	6	0	3	6	0.86			
4636	then move directly to the right	6	[3]	[{to, then, directly}]	['move']	[1]	['VERB']	[1, 1]	[{right}, {the}]	['move', 'to']	[1, 1]	['ADP']	1387.0	2	3	2	1	1	0.17			
4637	make a hundred and thirty five degree	7	[3]	[{a, and, five}]	['degree']	[1]	['NOUN']	[1, 1, 1]	[{degree}, {thirty}, {hundred}]	['make', 'hundred', 'make']	[1, 1, 1]	['VERB']	1388.0	3	3	3	1	0	0.0			
4638	turn to the right	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {right}, {the}]	['turn', 'turn', 'to']	[1, 1, 1]	['ADP']	1389.0	3	0	3	0	-3	-0.75			
4639	proceed to the purple circle	5	[2]	[{purple, the}]	['to']	[1]	['ADP']	[1, 1]	[{to}, {circle}]	['proceed', 'proceed']	[1, 1]	['VERB']	1389.0	2	2	2	1	0	0.0			
4640	back up toward Aki	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{up}, {toward}, {Aki}]	['back', 'back', 'up']	[1, 1, 1]	['PART']	1389.0	3	0	3	0	-3	-0.75			
4641	pass Aki to the purple circle	6	[2, 2]	[{to, Aki}, {the, purple}]	['pass', 'to']	[1, 1]	['ADP']	[1]	[{circle}]	['pass']	[1]	['VERB']	1389.0	1	4	1	2	3	0.5			
4642	make a hundred and thirty five degree turn to the right	11	[3, 2]	[{five, a, and}, {degree, to}]	['degree', 'make']	[1, 1]	['VERB']	[1, 1, 1, 1, 1]	[{turn}, {thirty}, {hundred}, {right}, {the}]	['make', 'hundred', 'turn', 'turn', 'to']	[1, 1, 1, 1, 1]	['ADP']	1389.0	5	5	5	2	0	0.0			
4643	then proceed to the purple circle	6	[2, 2]	[{then, to}, {the, purple}]	['proceed', 'to']	[1, 1]	['ADP']	[1]	[{circle}]	['proceed']	[1]	['VERB']	1390.0	1	4	1	2	3	0.5			
4644	back up to the right	5	[2]	[{back, to}]	['up']	[1]	['ADP']	[1, 1]	[{right}, {the}]	['up', 'to']	[1, 1]	['ADP']	1390.0	2	2	2	1	0	0.0			
4645	make a ninety degree turn to the right toward Aki	10	[2, 2, 2]	[{ninety, a}, {degree, to}, {the, toward}]	['turn', 'make', 'to']	[1, 1, 1]	['ADP']	[1, 1, 1]	[{turn}, {right}, {Aki}]	['make', 'turn', 'right']	[1, 1, 1]	['NOUN']	1390.0	3	6	3	3	3	0.3			
4646	then move up to the purple circle	7	[3, 2]	[{then, to, up}, {purple, the}]	['move', 'to']	[1, 1]	['ADP']	[1]	[{circle}]	['move']	[1]	['VERB']	1391.0	1	5	1	2	4	0.57			
4647	make a hundred and eighty degree turn	7	[2, 2, 2]	[{degree, turn}, {and, eighty}, {a, hundred}]	['make', 'degree', 'make']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]	1390.0	0	6	0	3	6	0.86			
4648	then move straight ahead	4	[2]	[{ahead, then}]	['move']	[1]	['VERB']	[1]	[{straight}]	['move']	[1]	['VERB']	1390.0	1	2	1	1	1	0.25			
4649	make a hundred and thirty five degree turn clockwise	9	[3, 2]	[{a, and, five}, {degree, clockwise}]	['degree', 'make']	[1, 1]	['VERB']	[1, 1, 1]	[{turn}, {thirty}, {hundred}]	['make', 'hundred', 'turn']	[1, 1, 1]	['NOUN']	1391.0	3	5	3	2	2	0.22			
4650	and proceed to the purple circle	6	[2, 2]	[{and, to}, {purple, the}]	['proceed', 'to']	[1, 1]	['ADP']	[1]	[{circle}]	['proceed']	[1]	['VERB']	1391.0	1	4	1	2	3	0.5			
4651	make a hundred and eighty degree turn clockwise	8	[2, 2, 2]	[{eighty, and}, {hundred, a}, {degree, clockwise}]	['degree', 'turn', 'make']	[1, 1, 1]	['VERB']	[1]	[{turn}]	['make']	[1]	['VERB']	1392.0	1	6	1	3	5	0.62			
4652	and proceed to the purple circle	6	[2, 2]	[{and, to}, {the, purple}]	['proceed', 'to']	[1, 1]	['ADP']	[1]	[{circle}]	['proceed']	[1]	['VERB']	1392.0	1	4	1	2	3	0.5			
4653	make a hundred and thirty five degree turn to the right	11	[3, 2]	[{and, a, five}, {to, degree}]	['degree', 'make']	[1, 1]	['VERB']	[1, 1, 1, 1, 1]	[{turn}, {thirty}, {hundred}, {right}, {the}]	['make', 'hundred', 'turn', 'turn', 'to']	[1, 1, 1, 1, 1]	['ADP']	1392.0	5	5	5	2	0	0.0			
4654	and proceed to the purple circle	6	[2, 2]	[{to, and}, {the, purple}]	['proceed', 'to']	[1, 1]	['ADP']	[1]	[{circle}]	['proceed']	[1]	['VERB']	1393.0	1	4	1	2	3	0.5			
4655	make a hundred and eighty degree turn clockwise	8	[2, 2, 2]	[{eighty, and}, {a, hundred}, {clockwise, degree}]	['degree', 'turn', 'make']	[1, 1, 1]	['VERB']	[1]	[{turn}]	['make']	[1]	['VERB']	1393.0	1	6	1	3	5	0.62			
4656	then proceed past Aki to the purple circle	8	[3, 2]	[{then, past, to}, {purple, the}]	['proceed', 'to']	[1, 1]	['ADP']	[1, 1]	[{Aki}, {circle}]	['proceed', 'proceed']	[1, 1]	['VERB']	1394.0	2	5	2	2	3	0.38			
4657	make a hundred and thirty five degree turn to the right clockwise	12	[3, 2, 2]	[{five, a, and}, {degree, to}, {right, the}]	['degree', 'make', 'to']	[1, 1, 1]	['ADP']	[1, 1, 1, 1]	[{turn}, {thirty}, {hundred}, {clockwise}]	['make', 'hundred', 'turn', 'turn']	[1, 1, 1, 1]	['NOUN']	1394.0	4	7	4	3	3	0.25			
4658	and proceed to the purple circle	6	[2, 2]	[{and, to}, {purple, the}]	['proceed', 'to']	[1, 1]	['ADP']	[1]	[{circle}]	['proceed']	[1]	['VERB']	1394.0	1	4	1	2	3	0.5			
4659	make a forty five degree turn	6	[2]	[{a, five}]	['turn']	[1]	['NOUN']	[1, 1, 1]	[{turn}, {forty}, {degree}]	['make', 'degree', 'make']	[1, 1, 1]	['VERB']	1395.0	3	2	3	1	-1	-0.17			
4660	move in the direction of the arrow to the right toward Aki	12	[2, 2, 2]	[{in, to}, {of, the}, {toward, the}]	['move', 'in', 'to']	[1, 1, 1]	['ADP']	[1, 1, 1, 1, 1]	[{direction}, {arrow}, {the}, {right}, {Aki}]	['move', 'direction', 'of', 'move', 'right']	[1, 1, 1, 1, 1]	['NOUN']	1396.0	5	6	5	3	1	0.08			
4661	move to the right toward Aki	6	[2]	[{toward, the}]	['to']	[1]	['ADP']	[1, 1, 1]	[{to}, {right}, {Aki}]	['move', 'move', 'right']	[1, 1, 1]	['NOUN']	1396.0	3	2	3	1	-1	-0.17			
4662	face straight up	3	[2]	[{straight, up}]	['face']	[1]	['VERB']	[]	[]	[]	[]	[]	1397.0	0	2	0	1	2	0.67			
4663	then move to the right	5	[2]	[{to, then}]	['move']	[1]	['VERB']	[1, 1]	[{right}, {the}]	['move', 'to']	[1, 1]	['ADP']	1397.0	2	2	2	1	0	0.0			
4664	move directly to the right toward the purple circle	9	[2, 2, 2]	[{to, directly}, {toward, the}, {purple, the}]	['move', 'to', 'toward']	[1, 1, 1]	['ADP']	[1, 1]	[{right}, {circle}]	['move', 'right']	[1, 1]	['NOUN']	1398.0	2	6	2	3	4	0.44			
4665	make a forty five degree angle and move to the right	11	[3, 2]	[{and, angle, move}, {a, degree}]	['make', 'make']	[1, 1]	['VERB']	[1, 1, 1, 1, 1]	[{forty}, {five}, {to}, {right}, {the}]	['degree', 'angle', 'make', 'move', 'to']	[1, 1, 1, 1, 1]	['ADP']	1398.0	5	5	5	2	0	0.0			
4666	Mok move to the right	5	[2]	[{Mok, to}]	['move']	[1]	['NOUN']	[1, 1]	[{right}, {the}]	['move', 'to']	[1, 1]	['ADP']	1399.0	2	2	2	1	0	0.0			
4667	You are pointed toward Aki so move in that direction	10	[4, 2]	[{toward, move, You, are}, {so, in}]	['pointed', 'pointed']	[1, 1]	['VERB']	[1, 1, 1]	[{Aki}, {direction}, {that}]	['pointed', 'move', 'in']	[1, 1, 1]	['ADP']	1398.0	3	6	3	2	3	0.3			
4668	proceed directly to the right to the purple circle	9	[2, 2, 2]	[{directly, to}, {to, the}, {purple, the}]	['proceed', 'to', 'to']	[1, 1, 1]	['ADP']	[1, 1]	[{right}, {circle}]	['proceed', 'right']	[1, 1]	['NOUN']	1398.0	2	6	2	3	4	0.44			
4669	point upward	2	[]	[]	[]	[]	[]	[1]	[{upward}]	['point']	[1]	['VERB']	1399.0	1	0	1	0	-1	-0.5			
4670	move to the right	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {right}, {the}]	['move', 'move', 'to']	[1, 1, 1]	['ADP']	1399.0	3	0	3	0	-3	-0.75			
4671	Mok move directly to the right to the purple circle	10	[3, 2, 2]	[{to, Mok, directly}, {to, the}, {purple, the}]	['move', 'to', 'to']	[1, 1, 1]	['ADP']	[1, 1]	[{right}, {circle}]	['move', 'right']	[1, 1]	['NOUN']	1399.0	2	7	2	3	5	0.5			
4672	make a forty five degree turn southeast	7	[2, 2]	[{a, five}, {degree, southeast}]	['turn', 'make']	[1, 1]	['VERB']	[1, 1]	[{turn}, {forty}]	['make', 'degree']	[1, 1]	['NOUN']	1399.0	2	4	2	2	2	0.29			
4673	proceed to the purple circle	5	[2]	[{purple, the}]	['to']	[1]	['ADP']	[1, 1]	[{to}, {circle}]	['proceed', 'proceed']	[1, 1]	['VERB']	1400.0	2	2	2	1	0	0.0			
4674	proceed directly to the purple circle	6	[2, 2]	[{directly, to}, {the, purple}]	['proceed', 'to']	[1, 1]	['ADP']	[1]	[{circle}]	['proceed']	[1]	['VERB']	1400.0	1	4	1	2	3	0.5			
4675	make a forty five degree turn counterclockwise	7	[2, 2]	[{five, a}, {degree, counterclockwise}]	['turn', 'make']	[1, 1]	['VERB']	[1, 1]	[{turn}, {forty}]	['make', 'degree']	[1, 1]	['NOUN']	1401.0	2	4	2	2	2	0.29			
4676	proceed directly to the purple circle	6	[2, 2]	[{to, directly}, {the, purple}]	['proceed', 'to']	[1, 1]	['ADP']	[1]	[{circle}]	['proceed']	[1]	['VERB']	1401.0	1	4	1	2	3	0.5			
4677	proceed directly to the right	5	[2]	[{directly, to}]	['proceed']	[1]	['VERB']	[1, 1]	[{right}, {the}]	['proceed', 'to']	[1, 1]	['ADP']	1401.0	2	2	2	1	0	0.0			
4678	you are pointed toward the right so move toward Aki	10	[4, 2]	[{are, toward, you, move}, {so, toward}]	['pointed', 'pointed']	[1, 1]	['VERB']	[1, 1, 1]	[{right}, {the}, {Aki}]	['pointed', 'toward', 'move']	[1, 1, 1]	['VERB']	1401.0	3	6	3	2	3	0.3			
4679	proceed directly to the purple circle	6	[2, 2]	[{to, directly}, {purple, the}]	['proceed', 'to']	[1, 1]	['ADP']	[1]	[{circle}]	['proceed']	[1]	['VERB']	1402.0	1	4	1	2	3	0.5			
4680	turn facing Aki	3	[]	[]	[]	[]	[]	[1, 1]	[{facing}, {Aki}]	['turn', 'turn']	[1, 1]	['VERB']	1402.0	2	0	2	0	-2	-0.67			
4681	Then move up	3	[2]	[{Then, up}]	['move']	[1]	['VERB']	[]	[]	[]	[]	[]	1402.0	0	2	0	1	2	0.67			
